78;112;132;43
94;141;120;92
96;7;91;119
68;36;119;96
6;49;53;145
19;101;141;130
82;122;83;143
112;7;110;129
36;12;95;46
4;14;108;137
122;136;71;55
133;124;65;56
95;136;44;48
3;113;42;23
117;87;126;122
132;25;63;107
96;94;32;63
103;86;97;84
47;55;64;125
27;80;29;92
60;146;12;93
87;17;17;118
108;126;137;93
34;4;67;95
71;58;18;24
3;18;36;144
115;85;63;147
3;106;64;33
83;145;84;12
21;61;1;96
14;81;133;111
82;92;109;128
141;91;28;35
43;80;73;146
51;146;102;77
146;12;61;100
35;5;73;91
95;30;23;61
109;98;68;46
119;17;57;32
37;85;129;86
93;54;94;46
30;68;6;104
29;112;62;136
83;24;105;61
97;50;11;20
81;26;117;102
94;112;99;132
93;5;103;109
149;68;83;142
91;101;121;108
112;81;89;52
109;93;71;83
51;70;93;142
118;108;59;149
16;22;76;61
65;39;150;57
73;35;107;88
88;10;1;106
50;149;14;149
121;62;142;135
34;133;137;21
135;92;58;46
25;80;11;30
32;117;17;19
93;20;27;8
90;45;129;92
14;40;130;73
51;64;6;143
41;144;130;52
96;39;80;147
20;92;60;16
95;116;38;137
75;136;14;35
19;142;6;83
96;61;140;41
100;48;34;147
104;118;9;37
46;110;24;147
139;11;129;54
103;63;22;127
138;88;47;30
93;149;70;103
120;11;142;117
65;108;81;130
93;43;114;18
143;75;82;3
124;105;3;141
138;26;33;67
122;99;59;46
44;8;13;130
35;121;39;127
146;122;118;36
4;136;86;105
141;39;81;147
125;36;104;3
39;4;70;146
128;70;68;12
89;44;136;38
36;129;144;114
96;78;25;139
27;1;38;65
26;16;78;135
111;68;137;30
89;39;84;139
140;123;109;72
13;39;15;31
118;118;121;43
52;149;79;126
72;91;144;17
11;94;144;140
12;67;149;112
92;61;137;10
98;142;102;130
103;138;149;41
6;27;142;94
77;93;136;22
59;126;38;130
134;127;141;138
108;66;140;105
135;51;118;111
48;68;118;64
7;109;133;20
126;116;5;6
120;64;8;43
78;147;107;145
3;30;119;138
10;124;129;121
109;130;105;134
119;134;43;55
125;135;39;99
81;82;121;105
28;41;120;87
38;61;126;143
145;112;52;12
34;52;46;65
99;107;111;64
133;45;105;2
102;46;7;145
29;29;107;37
149;95;83;2
25;8;100;96
123;20;69;7
62;1;60;49
8;150;79;118
127;111;55;65
117;122;25;99
21;123;92;63
7;141;15;79
89;7;149;100
34;143;4;136
21;30;131;106
14;148;148;116
49;1;56;16
144;43;91;6
82;43;2;75
40;21;94;113
65;28;145;104
112;100;94;93
89;63;6;148
111;77;100;64
96;32;47;136
141;110;120;30
106;51;120;38
45;71;22;93
74;144;63;61
90;50;17;37
106;95;109;56
137;92;24;123
54;4;48;97
62;71;97;18
75;16;102;15
22;14;131;144
29;116;113;96
4;142;26;101
67;107;145;78
113;61;130;126
97;73;66;91
88;149;87;56
47;32;94;96
148;122;80;44
70;27;38;128
144;147;53;106
38;132;138;52
53;125;109;141
15;140;51;71
119;74;133;144
40;32;43;33
64;135;52;132
40;118;13;105
104;149;9;116
97;118;29;101
62;1;35;66
113;126;8;138
37;146;36;132
82;101;7;36
60;35;104;98
139;75;74;114
114;150;41;62
72;55;90;79
143;81;24;42
135;75;149;57
124;93;127;113
99;84;76;148
121;111;114;108
85;45;94;51
74;38;137;101
78;68;1;143
131;150;25;53
69;85;93;41
125;54;35;127
82;78;13;28
106;105;121;50
5;75;20;144
73;57;63;2
18;59;96;120
77;104;121;72
74;109;60;106
13;102;54;93
58;94;150;4
62;32;70;92
14;149;28;77
44;13;91;2
141;101;86;78
103;10;51;50
113;32;115;51
4;76;123;140
13;127;64;73
100;30;83;129
73;119;46;103
19;12;7;141
31;56;93;93
147;32;144;87
21;72;105;3
47;11;21;113
67;127;22;55
128;99;104;140
52;50;29;111
129;118;77;140
127;65;45;45
132;45;144;67
136;75;146;72
118;46;36;70
76;139;18;4
27;148;102;56
58;116;101;40
33;92;96;29
50;104;9;5
56;39;15;86
97;90;75;101
65;83;124;33
129;15;31;6
80;37;18;76
92;47;130;18
97;94;116;28
18;134;86;89
97;57;92;58
104;122;29;84
95;21;5;20
99;27;42;92
29;148;56;96
87;149;99;76
30;76;96;88
125;48;119;28
13;25;141;145
149;140;64;105
65;52;18;119
148;132;72;126
138;89;20;58
110;24;91;128
104;27;8;52
30;140;80;95
51;87;113;38
26;92;76;61
100;64;44;121
34;119;91;81
41;84;26;78
65;82;109;110
120;58;41;127
38;52;133;113
70;77;149;27
47;127;53;23
44;58;70;5
94;119;10;69
87;85;36;128
126;42;48;7
82;71;22;136
42;39;138;103
71;1;32;110
132;140;126;104
31;108;101;63
85;92;88;146
147;52;78;8
115;76;116;38
42;112;20;137
12;104;106;15
127;10;47;12
111;67;3;35
132;17;118;23
16;90;78;27
1;26;108;101
94;6;38;88
101;76;21;81
38;53;31;6
138;40;21;41
135;119;105;15
146;122;56;86
12;9;54;104
59;84;140;73
24;21;111;114
112;101;147;100
35;120;31;149
135;56;78;62
93;62;43;149
71;66;144;41
143;49;48;70
96;76;12;134
147;95;122;99
100;89;139;28
55;19;131;68
125;90;16;139
58;71;133;110
87;76;73;24
141;22;97;29
104;28;131;58
59;38;25;108
26;126;56;110
55;139;104;25
74;48;143;129
78;66;2;63
59;115;48;6
42;9;117;128
69;125;146;19
38;22;100;56
76;129;93;100
94;83;136;10
125;76;36;82
48;91;56;24
115;53;34;76
90;67;121;134
46;147;47;42
32;23;105;38
24;9;126;79
10;116;88;5
116;47;18;5
83;134;143;52
24;108;65;12
24;110;4;125
123;51;46;81
30;84;143;52
74;140;59;89
87;135;66;122
125;41;48;91
116;34;107;14
29;12;30;74
68;82;127;2
97;51;57;65
119;99;19;26
95;39;20;14
62;67;47;130
52;49;128;11
66;145;150;13
15;31;107;25
121;40;142;148
32;72;11;63
27;72;10;108
147;17;96;34
122;29;37;122
58;39;62;67
148;35;62;36
82;121;99;126
93;50;111;80
119;49;1;34
102;99;37;132
147;42;30;125
129;150;78;72
127;54;74;134
9;130;140;77
31;46;65;4
29;52;57;5
25;72;114;67
71;29;109;87
87;145;123;70
89;140;39;51
81;139;24;4
32;78;135;125
44;141;60;4
83;98;150;117
149;55;61;139
120;109;87;116
39;85;107;33
42;113;103;63
33;62;44;147
92;32;68;34
100;75;106;135
91;149;148;134
50;105;62;52
130;1;130;128
78;138;138;92
53;4;4;94
131;28;40;28
136;54;15;120
138;112;85;28
103;123;6;39
34;79;116;70
29;102;6;100
87;132;107;144
149;99;86;147
55;3;145;13
71;135;27;126
131;8;112;45
106;80;143;31
87;141;32;101
143;149;51;31
98;10;16;137
2;84;20;96
29;150;6;20
105;117;27;23
116;75;31;39
139;70;58;95
88;74;32;104
77;134;65;45
88;101;40;35
85;130;101;43
56;51;141;114
82;55;120;25
146;53;54;106
70;147;128;144
10;77;15;74
18;123;117;88
8;38;148;92
78;13;122;57
56;48;71;95
59;30;59;95
25;3;99;3
18;114;37;41
104;145;142;27
139;35;88;53
133;4;88;118
46;88;8;139
123;96;74;15
67;7;4;131
34;137;108;45
93;109;2;93
50;33;102;126
137;84;119;143
22;116;13;77
107;90;52;145
1;122;91;115
107;18;101;99
34;29;111;12
17;84;19;134
70;25;29;1
43;43;125;129
33;60;94;8
54;106;77;112
27;52;45;114
113;2;68;79
45;118;27;146
121;103;101;125
69;85;58;41
8;119;94;14
11;102;38;118
138;66;105;8
129;78;74;109
75;121;110;96
103;4;141;38
114;52;81;49
86;131;135;81
111;92;63;68
18;109;45;79
57;70;33;64
48;136;122;40
29;41;129;29
97;116;54;150
105;75;136;135
8;143;58;117
145;101;15;50
60;45;60;72
119;39;56;148
57;34;75;144
122;125;6;54
146;8;58;93
50;74;69;115
60;12;62;80
61;18;130;140
71;135;8;5
98;148;56;107
36;129;79;129
16;150;149;132
8;45;108;56
28;67;65;44
66;58;124;30
97;75;30;138
88;97;132;149
121;68;89;52
139;34;48;60
28;31;69;143
13;69;147;25
69;75;20;97
31;88;135;34
31;33;64;120
108;110;112;123
40;24;124;112
105;143;40;24
149;35;97;118
149;30;129;40
75;93;105;47
54;104;53;128
28;142;135;65
55;62;59;114
38;54;91;67
149;21;105;45
136;142;99;7
105;81;83;123
26;85;28;67
147;122;14;50
73;111;133;58
63;119;36;23
124;7;130;132
26;11;42;61
1;137;127;83
147;142;85;74
31;53;150;24
67;3;25;126
80;115;51;69
124;39;78;30
109;58;29;82
34;83;148;21
129;116;100;83
30;68;149;103
14;36;142;17
28;110;126;102
125;63;149;91
94;84;112;110
31;145;145;116
91;36;77;70
67;139;23;130
116;18;59;142
34;100;11;84
91;110;28;30
20;106;122;37
6;121;55;57
56;43;128;100
44;111;78;58
77;121;84;85
1;49;64;80
115;85;118;96
19;56;85;114
31;11;92;145
7;66;113;139
47;75;50;129
2;15;124;11
131;91;55;136
64;94;128;124
88;64;63;50
131;99;127;124
61;143;100;87
109;138;38;89
125;70;31;90
123;44;97;91
109;95;92;65
26;39;1;132
100;87;53;62
60;82;107;17
13;89;140;31
9;63;50;133
71;26;137;79
98;96;22;147
107;20;144;37
111;10;28;110
100;127;60;141
38;114;86;15
146;42;42;102
29;37;67;82
129;100;118;134
43;4;124;109
96;45;101;132
20;132;35;129
80;133;121;99
84;42;13;103
124;27;9;143
25;16;136;96
108;94;62;139
51;56;58;4
10;98;98;53
55;86;47;3
116;79;101;80
47;119;50;8
114;94;26;67
142;54;31;81
47;119;29;119
122;119;124;77
126;116;125;96
73;82;40;141
33;79;24;57
133;52;134;148
109;127;13;16
62;39;118;81
33;139;110;103
29;26;46;132
46;91;108;75
123;19;127;60
72;98;116;60
97;126;2;137
75;101;34;63
49;143;104;27
150;54;6;134
121;23;65;83
93;135;105;24
70;125;117;16
75;148;133;15
139;98;38;6
31;9;71;63
96;113;45;59
143;106;59;90
